1.0 0:1 38290:1  58013:1.0  
0.0 22:1 49019:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 49039:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 49089:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 49092:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 49095:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 49146:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 49383:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 49516:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 49570:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 49624:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 49933:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 49973:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 49980:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 50002:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 50500:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 50561:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 50704:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 51345:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 51421:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 51458:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 51480:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 51548:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 51580:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 51661:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 51662:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 51730:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 51768:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 51981:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 52081:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 52132:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 52306:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 52519:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 52616:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 52618:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 53004:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 53104:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 53309:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 53334:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 53391:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 53715:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 53731:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 53742:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 53909:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 53913:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 54054:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 54060:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 54105:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 54126:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 54131:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 54223:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 54397:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 54688:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 54871:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 55322:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 55453:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 55507:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 55635:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 56116:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 56353:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 56399:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 56561:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 56634:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 57017:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 57070:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 57088:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 57258:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 57259:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 57507:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 57543:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 57749:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 58035:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 58146:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 58228:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 58332:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 58402:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 58403:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 58526:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 59002:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 59003:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 59367:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 59578:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 59662:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 59757:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 59852:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 59868:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 59999:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 60155:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 60244:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 60453:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 60473:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 60495:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 60531:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 60547:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 60573:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 60813:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 60814:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 60932:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 60982:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 61163:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 61251:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 61297:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 61354:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 61386:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 61462:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 61754:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 61879:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 61906:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 62116:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 62608:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 62645:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 63377:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 63395:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 63518:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 63676:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 64062:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 64371:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 64430:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 64614:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 64643:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 64767:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 22:1 65053:1  50945:0.353553390593 50807:0.353553390593 53230:0.353553390593 54169:0.353553390593 55216:0.353553390593 57995:0.353553390593 57697:0.353553390593 60162:0.353553390593  
0.0 23:1 46188:1  52303:1.0  
0.0 23:1 46216:1  52303:1.0  
0.0 23:1 46274:1  52303:1.0  
0.0 23:1 46389:1  52303:1.0  
0.0 23:1 46501:1  52303:1.0  
0.0 23:1 46658:1  52303:1.0  
0.0 23:1 46759:1  52303:1.0  
0.0 23:1 46822:1  52303:1.0  
0.0 23:1 46882:1  52303:1.0  
0.0 23:1 46926:1  52303:1.0  
0.0 23:1 46935:1  52303:1.0  
0.0 23:1 47002:1  52303:1.0  
0.0 23:1 47041:1  52303:1.0  
0.0 23:1 47059:1  52303:1.0  
0.0 23:1 47208:1  52303:1.0  
0.0 23:1 47246:1  52303:1.0  
0.0 23:1 47445:1  52303:1.0  
0.0 23:1 47500:1  52303:1.0  
0.0 23:1 47539:1  52303:1.0  
0.0 23:1 47544:1  52303:1.0  
0.0 23:1 47582:1  52303:1.0  
0.0 23:1 47675:1  52303:1.0  
0.0 23:1 47856:1  52303:1.0  
0.0 23:1 47961:1  52303:1.0  
0.0 23:1 47970:1  52303:1.0  
0.0 23:1 48095:1  52303:1.0  
0.0 23:1 48148:1  52303:1.0  
0.0 23:1 48178:1  52303:1.0  
0.0 23:1 48446:1  52303:1.0  
0.0 23:1 48449:1  52303:1.0  
0.0 23:1 48759:1  52303:1.0  
0.0 23:1 48843:1  52303:1.0  
0.0 23:1 49019:1  52303:1.0  
0.0 23:1 49039:1  52303:1.0  
0.0 23:1 49089:1  52303:1.0  
0.0 23:1 49092:1  52303:1.0  
0.0 23:1 49095:1  52303:1.0  
0.0 23:1 49146:1  52303:1.0  
0.0 23:1 49383:1  52303:1.0  
0.0 23:1 49516:1  52303:1.0  
0.0 23:1 49570:1  52303:1.0  
0.0 23:1 49624:1  52303:1.0  
0.0 23:1 49933:1  52303:1.0  
0.0 23:1 49973:1  52303:1.0  
0.0 23:1 49980:1  52303:1.0  
0.0 23:1 50002:1  52303:1.0  
0.0 23:1 50500:1  52303:1.0  
0.0 23:1 50561:1  52303:1.0  
0.0 23:1 50704:1  52303:1.0  
0.0 23:1 51345:1  52303:1.0  
0.0 23:1 51421:1  52303:1.0  
0.0 23:1 51458:1  52303:1.0  
0.0 23:1 51480:1  52303:1.0  
0.0 23:1 51548:1  52303:1.0  
0.0 23:1 51580:1  52303:1.0  
0.0 23:1 51661:1  52303:1.0  
0.0 23:1 51662:1  52303:1.0  
0.0 23:1 51730:1  52303:1.0  
0.0 23:1 51768:1  52303:1.0  
0.0 23:1 51981:1  52303:1.0  
0.0 23:1 52081:1  52303:1.0  
0.0 23:1 52132:1  52303:1.0  
0.0 23:1 52306:1  52303:1.0  
0.0 23:1 52519:1  52303:1.0  
0.0 23:1 52616:1  52303:1.0  
0.0 23:1 52618:1  52303:1.0  
0.0 23:1 53004:1  52303:1.0  
0.0 23:1 53104:1  52303:1.0  
0.0 23:1 53309:1  52303:1.0  
0.0 23:1 53334:1  52303:1.0  
0.0 23:1 53391:1  52303:1.0  
0.0 23:1 53715:1  52303:1.0  
0.0 23:1 53731:1  52303:1.0  
0.0 23:1 53742:1  52303:1.0  
0.0 23:1 53909:1  52303:1.0  
0.0 23:1 53913:1  52303:1.0  
0.0 23:1 53957:1  52303:1.0  
0.0 23:1 54054:1  52303:1.0  
0.0 23:1 54060:1  52303:1.0  
0.0 23:1 54095:1  52303:1.0  
0.0 23:1 54105:1  52303:1.0  
0.0 23:1 54126:1  52303:1.0  
0.0 23:1 54131:1  52303:1.0  
0.0 23:1 54223:1  52303:1.0  
0.0 23:1 54397:1  52303:1.0  
0.0 23:1 54688:1  52303:1.0  
0.0 23:1 54871:1  52303:1.0  
0.0 23:1 55322:1  52303:1.0  
0.0 23:1 55507:1  52303:1.0  
0.0 23:1 55635:1  52303:1.0  
0.0 23:1 56116:1  52303:1.0  
0.0 23:1 56353:1  52303:1.0  
0.0 23:1 56380:1  52303:1.0  
0.0 23:1 56399:1  52303:1.0  
0.0 23:1 56561:1  52303:1.0  
0.0 23:1 56634:1  52303:1.0  
0.0 23:1 57017:1  52303:1.0  
0.0 23:1 57070:1  52303:1.0  
0.0 23:1 57088:1  52303:1.0  
0.0 23:1 57258:1  52303:1.0  
0.0 23:1 57259:1  52303:1.0  
0.0 23:1 57319:1  52303:1.0  
0.0 23:1 57507:1  52303:1.0  
0.0 23:1 57543:1  52303:1.0  
0.0 23:1 57749:1  52303:1.0  
0.0 23:1 58035:1  52303:1.0  
0.0 23:1 58146:1  52303:1.0  
0.0 23:1 58228:1  52303:1.0  
0.0 23:1 58332:1  52303:1.0  
0.0 23:1 58366:1  52303:1.0  
0.0 23:1 58402:1  52303:1.0  
0.0 23:1 58403:1  52303:1.0  
0.0 23:1 58526:1  52303:1.0  
0.0 23:1 59002:1  52303:1.0  
0.0 23:1 59003:1  52303:1.0  
0.0 23:1 59367:1  52303:1.0  
0.0 23:1 59578:1  52303:1.0  
0.0 23:1 59662:1  52303:1.0  
0.0 23:1 59757:1  52303:1.0  
0.0 23:1 59852:1  52303:1.0  
0.0 23:1 59868:1  52303:1.0  
0.0 23:1 59999:1  52303:1.0  
0.0 23:1 60155:1  52303:1.0  
0.0 23:1 60244:1  52303:1.0  
